"","Source","Study","ControlSite","ControlID","Group","SpeciesCode","SpeciesName","Continent","Country","Longitude","Latitude","LocationUncertainty","StudyYear","YearsInStudy","InfraN","ControlN","InfraD","ControlD","InfraAbundance_original","ControlAbundance_original","AbundanceUnit","InfraSD_original","ControlSD_original","SDEstimate","InfraA","ControlA","InfraSD","ControlSD","MaxDist","Dist","MinDist","MaxCDist","CDist","MinCDist","Habitat","InfraType","StudyQualityA","StudyQualityB","Note","ID","InfraSD_imputed","ControlSD_imputed","logRR_uncorrected","logRR","VAR_uncorrected","VAR","logD","logD2","InfraTypeOriginal","HabitatOriginal","Order","Genus","Family","Diet","BM","logBM"
"2514","McGregor et al. 2008","92e","92e","92em29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,1,0.43,"animals trapped/(day*grid)",1.11,0.53,"From data",1,0.43,1.11,0.53,60,35,10,140,115,90,"Closed","Paved road",1,0,"Lester","S2514",1.11,0.53,0.843970070294529,0.779459386913551,0.305035652476242,0.332458968066925,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2516","McGregor et al. 2008","92e","92e","92em35","Mammals","m35","Mustela erminea","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0,0.14,"animals trapped/(day*grid)",0,0.38,"From data",0.0357,0.14,0.1336,0.38,60,35,10,140,115,90,"Closed","Paved road",1,0,"Lester","S2516",0.1336,0.38,-1.36649173382371,-1.39255986415708,2.05282000755484,3.10701705082829,1.54406804435028,2.38414612558368,"Paved road","Forest","Carnivora","Mustela","Mustelidae",90,119.38,2.07693157455566
"2518","McGregor et al. 2008","92e","92e","92em30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0.29,0,"animals trapped/(day*grid)",0.73,0,"From data",0.29,0.0714,0.73,0.189,60,35,10,140,115,90,"Closed","Paved road",1,0,"Lester","S2518",0.73,0.189,1.40158305363498,1.12739245832292,1.45359607086872,2.05701193773754,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2520","McGregor et al. 2008","92e","92e","92em31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0.43,0.14,"animals trapped/(day*grid)",0.76,0.38,"From data",0.43,0.14,0.76,0.38,60,35,10,140,115,90,"Closed","Paved road",1,0,"Lester","S2520",0.76,0.38,1.1221427860783,0.707469816527353,1.27561032911967,1.85435942873508,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2522","McGregor et al. 2008","92e","92e","92em33","Mammals","m33","Clethrionomys gapperi","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0.43,0,"animals trapped/(day*grid)",0.51,0,"From data",0.43,0.0714,0.51,0.189,60,35,10,140,115,90,"Closed","Paved road",1,0,"Lester","S2522",0.51,0.189,1.79548733934207,1.34523253567403,1.10146765415675,1.60750479067129,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2524","McGregor et al. 2008","92f","92f","92fm29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,1,1,"animals trapped/(day*grid)",1.11,1.15,"From data",1,1,1.11,1.15,60,35,10,140,115,90,"Closed","Paved road",1,0,"Slack B","S2524",1.11,1.15,0,-0.0504607142857143,0.276935714285714,0.298655345433673,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2526","McGregor et al. 2008","92f","92f","92fm30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0.07,0.29,"animals trapped/(day*grid)",0.27,0.49,"From data",0.07,0.29,0.27,0.49,60,35,10,140,115,90,"Closed","Paved road",1,0,"Slack B","S2526",0.27,0.49,-1.42138568093116,-1.09396847317835,1.47053001598125,2.11834667588936,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2528","McGregor et al. 2008","92f","92f","92fm31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,1,0.43,"animals trapped/(day*grid)",1.04,0.53,"From data",1,0.43,1.04,0.53,60,35,10,140,115,90,"Closed","Paved road",1,0,"Slack B","S2528",1.04,0.53,0.843970070294529,0.774084386913551,0.294285652476242,0.32082067253121,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2530","McGregor et al. 2008","92f","92f","92fm33","Mammals","m33","Clethrionomys gapperi","North-America","Canada",-75.69,45.42,40000,"2002",1,14,7,1,1,0.5,0,"animals trapped/(day*grid)",0.94,0,"From data",0.5,0.0714,0.94,0.189,60,35,10,140,115,90,"Closed","Paved road",1,0,"Slack B","S2530",0.94,0.189,1.94631022907665,1.57204448513202,1.25344577360356,1.78630219753515,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2532","McGregor et al. 2008","92g","92g","92gm29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.83,1.17,"animals trapped/(day*grid)",1.19,1.17,"From data",0.83,1.17,1.19,1.17,60,35,10,140,115,90,"Closed","Paved road",1,0,"Timm","S2532",1.19,1.17,-0.343333327001158,-0.341016832105915,0.337966323123821,0.366526998163879,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2534","McGregor et al. 2008","92g","92g","92gm31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.75,0.33,"animals trapped/(day*grid)",0.75,0.82,"From data",0.75,0.33,0.75,0.82,60,35,10,140,115,90,"Closed","Paved road",1,0,"Timm","S2534",0.75,0.82,0.82098055206983,0.348107886015346,1.11241199877563,1.64538567083211,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2536","McGregor et al. 2008","92g","92g","92gm34","Mammals","m34","Sorex fumeus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0,0.33,"animals trapped/(day*grid)",0,0.52,"From data",0.0417,0.33,0.1443,0.52,60,35,10,140,115,90,"Closed","Paved road",1,0,"Timm","S2536",0.1443,0.52,-2.06859152565577,-1.77656805225699,1.41171759265002,1.9952319420153,1.54406804435028,2.38414612558368,"Paved road","Forest","Eulipotyphla","Sorex","Soricidae",30,7.7,0.886490725172482
"2538","McGregor et al. 2008","92h","92h","92hm29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.75,0.83,"animals trapped/(day*grid)",0.87,0.98,"From data",0.75,0.83,0.87,0.98,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond02","S2538",0.87,0.98,-0.101352494260287,-0.161461373149338,0.344484424444767,0.377764881437326,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2540","McGregor et al. 2008","92h","92h","92hm30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.17,0,"animals trapped/(day*grid)",0.39,0,"From data",0.17,0.0833,0.39,0.2041,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond02","S2540",0.39,0.2041,0.713349887877465,0.432358679869652,1.43914504577341,2.03588572044464,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2542","McGregor et al. 2008","92h","92h","92hm31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.58,0,"animals trapped/(day*grid)",0.67,0,"From data",0.58,0.0833,0.67,0.2041,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond02","S2542",0.67,0.2041,1.94057955436767,1.4958986599866,1.1117656730269,1.61851249878469,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2544","McGregor et al. 2008","92h","92h","92hm33","Mammals","m33","Chlethrionomys gapperi","North-America","Canada",-75.69,45.42,40000,"2002",1,12,6,1,1,0.08,0.17,"animals trapped/(day*grid)",0.29,0.41,"From data",0.08,0.17,0.29,0.41,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond02","S2544",0.29,0.41,-0.75377180237638,-0.690963177088029,2.06448691608997,3.13395839617724,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2546","McGregor et al. 2008","92i","92i","92im29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.17,0.33,"animals trapped/(day*grid)",0.39,0.52,"From data",0.17,0.33,0.39,0.52,60,35,10,140,115,90,"Closed","Paved road",1,0,"WHC","S2546",0.39,0.52,-0.663294217410264,-0.650921221433934,0.852416637805125,1.0342232599363,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2548","McGregor et al. 2008","92i","92i","92im30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.58,0.67,"animals trapped/(day*grid)",0.67,0.82,"From data",0.58,0.67,0.67,0.82,60,35,10,140,115,90,"Closed","Paved road",1,0,"WHC","S2548",0.67,0.82,-0.144249608844547,-0.21347228075749,0.36084922809065,0.398194047750822,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2550","McGregor et al. 2008","92i","92i","92im31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.33,0.33,"animals trapped/(day*grid)",0.49,0.52,"From data",0.33,0.33,0.49,0.52,60,35,10,140,115,90,"Closed","Paved road",1,0,"WHC","S2550",0.49,0.52,0,-0.115052035506581,0.597566574839302,0.700074998554803,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2552","McGregor et al. 2008","92j","92j","92jm29","Mammals","m29","Peromyscus leucoopus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.3,0.5,"animals trapped/(day*grid)",0.48,0.55,"From data",0.3,0.5,0.48,0.55,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond","S2552",0.48,0.55,-0.510825623765991,-0.503825623765991,0.498,0.56005,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2554","McGregor et al. 2008","92j","92j","92jm30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.6,0,"animals trapped/(day*grid)",1.07,0,"From data",0.6,0.1,1.07,0.2236,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond","S2554",1.07,0.2236,1.79175946922805,1.45080375811694,1.31796697777778,1.86847701334523,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2556","McGregor et al. 2008","92j","92j","92jm31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.4,0,"animals trapped/(day*grid)",0.7,0,"From data",0.4,0.1,0.7,0.2236,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond","S2556",0.7,0.2236,1.38629436111989,1.03944976111989,1.3061892,1.85302293309832,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2558","McGregor et al. 2008","92j","92j","92jm33","Mammals","m33","Clethrionomys gapperi","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.1,0,"animals trapped/(day*grid)",0.32,0,"From data",0.1,0.1,0.32,0.2236,60,35,10,140,115,90,"Closed","Paved road",1,0,"Richmond","S2558",0.32,0.2236,0,0.0120304,2.0239392,3.04816640184832,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2560","McGregor et al. 2008","92k","92k","92km29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2003",1,6,3,1,1,1.17,0.67,"animals trapped/(day*grid)",1.17,0.58,"From data",1.17,0.67,1.17,0.58,60,35,10,140,115,90,"Closed","Paved road",1,0,"Conroy ","S2560",1.17,0.58,0.55748131540679,0.515916750173256,0.416462463800401,0.461550322822129,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2562","McGregor et al. 2008","92k","92k","92km30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2003",1,6,3,1,1,0,0.33,"animals trapped/(day*grid)",0,0.58,"From data",0.0833,0.33,0.2041,0.58,60,35,10,140,115,90,"Closed","Paved road",1,0,"Conroy ","S2562",0.2041,0.58,-1.37664410528773,-1.3912076637768,2.03025457876718,3.06095008965433,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2564","McGregor et al. 2008","92k","92k","92km31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2003",1,6,3,1,1,0.5,0,"animals trapped/(day*grid)",0.55,0,"From data",0.5,0.1667,0.55,0.2887,60,35,10,140,115,90,"Closed","Paved road",1,0,"Conroy ","S2564",0.55,0.2887,1.09841230866544,0.699359476460439,1.20143899774334,1.72154607695881,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2566","McGregor et al. 2008","92k","92k","92km33","Mammals","m33","Clethrionomys gapperi","North-America","Canada",-75.69,45.42,40000,"2003",1,6,3,1,1,0.17,0.33,"animals trapped/(day*grid)",0.41,0.58,"From data",0.17,0.33,0.41,0.58,60,35,10,140,115,90,"Closed","Paved road",1,0,"Conroy ","S2566",0.41,0.58,-0.663294217410264,-0.693422224968281,1.9991256806293,2.9991592492066,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2568","McGregor et al. 2008","92l","92l","92lm29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.83,0.83,"animals trapped/(day*grid)",0.83,0.75,"From data",0.83,0.83,0.83,0.75,60,35,10,140,115,90,"Closed","Paved road",1,0,"Highway 7","S2568",0.83,0.75,0,-0.02637659070015,0.219419848066967,0.232151840035363,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2570","McGregor et al. 2008","92l","92l","92lm30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.08,0,"animals trapped/(day*grid)",0.29,0,"From data",0.08,0.0833,0.29,0.2041,60,35,10,140,115,90,"Closed","Paved road",1,0,"Highway 7","S2570",0.29,0.2041,-0.0404219144989154,0.00682226172049183,2.09561581422785,3.19574923662497,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2572","McGregor et al. 2008","92l","92l","92lm33","Mammals","m33","Clethrionomy gapperi","North-America","Canada",-75.69,45.42,40000,"2003",1,12,6,1,1,0.42,0.17,"animals trapped/(day*grid)",0.67,0.41,"From data",0.42,0.17,0.67,0.41,60,35,10,140,115,90,"Closed","Paved road",1,0,"Highway 7","S2572",0.67,0.41,0.904456274227152,0.525771548702956,1.18150021446487,1.67388802500534,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Myodes","Cricetidae",0,19.83,1.2973227142053
"2574","McGregor et al. 2008","92m","92m","92mm29","Mammals","m29","Peromyscus leucopus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.5,0.6,"animals trapped/(day*grid)",0.71,0.89,"From data",0.5,0.6,0.71,0.89,60,35,10,140,115,90,"Closed","Paved road",1,0,"Moodie","S2574",0.71,0.89,-0.182321556793955,-0.301529334571732,0.641695555555556,0.75884934634321,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Peromyscus","Cricetidae",10,21.17,1.32572085801941
"2576","McGregor et al. 2008","92m","92m","92mm30","Mammals","m30","Tamiasciurus hudsonicus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,0.2,0,"animals trapped/(day*grid)",0.42,0,"From data",0.2,0.1,0.42,0.2236,60,35,10,140,115,90,"Closed","Paved road",1,0,"Moodie","S2576",0.42,0.2236,0.693147180559945,0.413677580559945,1.4409392,2.03811890184832,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamiasciurus","Sciuridae",30,201.17,2.30356321591725
"2578","McGregor et al. 2008","92m","92m","92mm31","Mammals","m31","Tamias striatus","North-America","Canada",-75.69,45.42,40000,"2003",1,10,5,1,1,1.4,1.8,"animals trapped/(day*grid)",1.71,0.84,"From data",1.4,1.8,1.71,0.84,60,35,10,140,115,90,"Closed","Paved road",1,0,"Moodie","S2578",1.71,0.84,-0.251314428280906,-0.198497818303582,0.19274433106576,0.204821519644753,1.54406804435028,2.38414612558368,"Paved road","Forest","Rodentia","Tamias","Sciuridae",0,111.91,2.04886889573993
"2580","Jones et al. 2016","93a","93a","93am37","Mammals","m37","Antechinus sp. ","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,0.85,4,"animals trapped/day",0.21,0,"From study",0.85,4,0.21,NA,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2580",0.21,0.816496580927726,-1.54881329061767,-1.54639186616553,0.0256761822376009,0.0258468621175529,0.602059991327962,0.362476233157826,"Dirt road","Forest","Dasyuromorphia","Antechinus","Dasyuridae",11,45,1.65321251377534
"2582","Jones et al. 2016","93a","93a","93am38","Mammals","m38","Sminthopsis murina","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,0.8,0,"animals trapped/day",0.5,0,"From study",0.8,0.0417,0.5,0.0833,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2582",0.5,0.0833,2.95411059886317,2.50413704578118,1.09525960616399,1.59763420586085,0.602059991327962,0.362476233157826,"Dirt road","Forest","Dasyuromorphia","Sminthopsis","Dasyuridae",20,17,1.23044892137827
"2584","Jones et al. 2016","93a","93a","93am39","Mammals","m39","Isoodon macrourus","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,0,0.15,"animals trapped/day",0,0.15,"From study",0.0417,0.15,0.0833,0.15,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2584",0.0833,0.15,-1.2801341652915,-0.906332487209505,1.24760335616399,1.77645958427882,0.602059991327962,0.362476233157826,"Dirt road","Forest","Peramelemorphia","Isoodon","Peramelidae",0,1600,3.20411998265593
"2586","Jones et al. 2016","93a","93a","93am40","Mammals","m40","Rattus fuscipes","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,0.65,2.65,"animals trapped/day",0.49,1.01,"From study",0.65,2.65,0.49,1.01,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2586",0.49,1.01,-1.40534255609059,-1.35246476050118,0.178386420655501,0.189137910690466,0.602059991327962,0.362476233157826,"Dirt road","Forest","Rodentia","Rattus","Muridae",0,133,2.12385164096709
"2588","Jones et al. 2016","93a","93a","93am42","Mammals","m42","Rattus rattus","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,0,0.65,"animals trapped/day",0,0.35,"From study",0.0417,0.65,0.0833,0.35,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2588",0.0833,0.35,-2.74647123408493,-2.28391215955323,1.07008856326458,1.57032184400362,0.602059991327962,0.362476233157826,"Dirt road","Forest","Rodentia","Rattus","Muridae",0,229.13,2.36008195510597
"2590","Jones et al. 2016","93a","93a","93am43","Mammals","m43","Mus musculus","Oceania","Australia",152.9258,-27.4705,450,"2009",1,4,4,6,6,2,0.3,"animals trapped/day",0.3,0.01,"From study",2,0.3,0.3,0.01,5,4,3,100,90,80,"Closed","Unpaved road",1,0,"Before road upgrade","S2590",0.3,0.01,1.89711998488588,1.89979359599699,0.00590277777777778,0.00591863667052469,0.602059991327962,0.362476233157826,"Dirt road","Forest","Rodentia","Rattus","Muridae",0,16.25,1.21085336531489
"2592","Jones et al. 2016","93b","93b","93bm37","Mammals","m37","Antechinus sp. ","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,1.78,4.43,"animals trapped/day",1.02,1.97,"From study",1.78,4.43,1.02,1.97,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2592",1.02,1.97,-0.91178621975305,-0.895459500197474,0.131530376063698,0.136121997792009,0.602059991327962,0.362476233157826,"Paved road","Forest","Dasyuromorphia","Antechinus","Dasyuridae",11,45,1.65321251377534
"2594","Jones et al. 2016","93b","93b","93bm38","Mammals","m38","Sminthopsis murina","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,0.44,0.5,"animals trapped/day",0.28,0.79,"From study",0.44,0.5,0.28,0.79,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2594",0.28,0.79,-0.127833371509885,-0.389263536799141,0.725339669421488,0.925214809753774,0.602059991327962,0.362476233157826,"Paved road","Forest","Dasyuromorphia","Sminthopsis","Dasyuridae",20,17,1.23044892137827
"2596","Jones et al. 2016","93b","93b","93bm39","Mammals","m39","Isoodon macrourus","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,0,0.05,"animals trapped/day",0,0.1,"From study",0.0139,0.05,0.0278,0.1,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2596",0.0278,0.1,-1.2801341652915,-1.2801341652915,2,3,0.602059991327962,0.362476233157826,"Paved road","Forest","Peramelemorphia","Isoodon","Peramelidae",0,1600,3.20411998265593
"2598","Jones et al. 2016","93b","93b","93bm40","Mammals","m40","Rattus fuscipes","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,1.78,2.83,"animals trapped/day",2.25,2.31,"From study",1.78,2.83,2.25,2.31,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2598",2.25,2.31,-0.463663347351152,-0.347221054002537,0.566020223301508,0.659673754278365,0.602059991327962,0.362476233157826,"Paved road","Forest","Rodentia","Rattus","Muridae",0,133,2.12385164096709
"2600","Jones et al. 2016","93b","93b","93bm41","Mammals","m41","Rattus lutreolus","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,0.05,0,"animals trapped/day",0.01,0,"From study",0.05,0.0139,0.01,0.0278,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2600",0.01,0.0278,1.2801341652915,0.7851341652915,1.01,1.51005,0.602059991327962,0.362476233157826,"Paved road","Forest","Rodentia","Rattus","Muridae",0,106,2.02530586526477
"2602","Jones et al. 2016","93b","93b","93bm42","Mammals","m42","Rattus rattus","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,0.17,0.5,"animals trapped/day",0.13,0.28,"From study",0.17,0.5,0.13,0.28,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2602",0.13,0.28,-1.07880966137193,-1.04491277555878,0.224593771626298,0.238353361057459,0.602059991327962,0.362476233157826,"Paved road","Forest","Rodentia","Rattus","Muridae",0,229.13,2.36008195510597
"2604","Jones et al. 2016","93b","93b","93bm43","Mammals","m43","Mus musculus","Oceania","Australia",152.9258,-27.4705,450,"2010-2011",2,4,4,18,18,0.33,0,"animals trapped/day",0.5,0,"From study",0.33,0.0139,0.5,0.0278,5,4,3,100,90,80,"Closed","Paved road",1,0,"After road upgrade","S2604",0.5,0.0278,3.16720381432388,2.95416432855712,1.57392102846648,2.2386137019245,0.602059991327962,0.362476233157826,"Paved road","Forest","Rodentia","Rattus","Muridae",0,16.25,1.21085336531489
"2606","Planillo and Malo 2013","122","122","122m15","Mammals","m15","Oryctolagus cuniculus","Europe","Spain",-3.31463,40.200209,3000,"2009",1,6,6,1,1,6.76,14.22,"pellets/m2",1.9834,4.9708,"From study",6.76,14.22,1.9834,4.9708,100,50,0,900,850,800,"Open","Paved road",1,1,NA,"S2606",1.9834,4.9708,-0.743626534320222,-0.746635704093676,0.0347133225073554,0.0350236312999557,1.69897000433602,2.88649907563353,"Highway","Grassland","Lagomorpha","Oryctolagus","Leporidae",0,1832.22,3.26297761946809
"2607","Planillo and Malo 2013","122","122","122m15","Mammals","m15","Oryctolagus cuniculus","Europe","Spain",-3.31463,40.200209,3000,"2009",1,6,6,1,1,17.65,14.22,"pellets/m2",5.1676,4.9708,"From study",17.65,14.22,5.1676,4.9708,500,450,400,900,850,800,"Open","Paved road",1,1,NA,"S2607",5.1676,4.9708,0.216086359004211,0.21304687875883,0.0346527015635028,0.0349621424350772,2.65321251377534,7.03953664325408,"Highway","Grassland","Lagomorpha","Oryctolagus","Leporidae",0,1832.22,3.26297761946809
"2609","Aldridge 2017","123","123","123a24","Amphibians","a24","Eurycea guttolineata","North-America","USA",-89.300397,34.693234,30000,"2015",1,12,5,1,1,0.25,1.25,"Individuals",NA,0.2358,NA,0.25,1.25,NA,0.2358,NA,1,NA,NA,NA,3000,"Closed","Paved road",1,1,NA,"S2609",0.5,0.2358,-1.6094379124341,-1.44632975072743,0.340450343253333,0.39603122472399,0,0,"Paved road","Pine forest","Caudata","Eurycea","Plethodontidae",NA,3.0868,0.489508491577916
"2610","Aldridge 2017","123","123","123a24","Amphibians","a24","Eurycea guttolineata","North-America","USA",-89.300397,34.693234,30000,"2015",1,12,5,1,1,0.8333,1.25,"Individuals",NA,0.2358,NA,0.8333,1.25,NA,0.2358,NA,9,NA,NA,NA,3000,"Closed","Paved road",1,1,NA,"S2610",0.912852671574116,0.2358,-0.405505108908186,-0.359061613788183,0.107121010080006,0.112146736019108,0.954242509439325,0.91057876682106,"Paved road","Pine forest","Caudata","Eurycea","Plethodontidae",NA,3.0868,0.489508491577916
"2611","Aldridge 2017","123","123","123a24","Amphibians","a24","Eurycea guttolineata","North-America","USA",-89.300397,34.693234,30000,"2015",1,12,5,1,1,1,1.25,"Individuals",NA,0.2358,NA,1,1.25,NA,0.2358,NA,18,NA,NA,NA,3000,"Closed","Paved road",1,1,NA,"S2611",1,0.2358,-0.22314355131421,-0.185035389607543,0.0904503432533333,0.0939478913906562,1.25527250510331,1.57570906206833,"Paved road","Pine forest","Caudata","Eurycea","Plethodontidae",NA,3.0868,0.489508491577916
